train_dice_metric_dice,valid_dice_metric_dice,all_dice_metric_dice,train_dice_metric_dice_hd,valid_dice_metric_dice_hd,all_dice_metric_dice_hd
0.019709764206030902,0.021846526501288682,0.020778145353659794,0.03803930048152988,0.04397559735638028,0.04100744891895508
0.0148281458582697,0.015691202369329516,0.015259674113799608,0.017292118266194985,0.019349432467433533,0.018320775366814257
0.020005346178466332,0.019550833844740222,0.01977809001160328,0.01958347321610904,0.014827018121911038,0.01720524566901004
0.07067246987014583,0.06848794493940802,0.06958020740477693,0.0014299868129657167,0.0017704337562702863,0.0016002102846180014
0.41434621379292375,0.47289719626168225,0.443621705027303,0.00011899095668729176,0.0,5.949547834364588e-5
0.612641838405256,0.6455279688902184,0.6290849036477372,0.0,0.0,0.0
0.08019903084740274,0.01997063142437592,0.050084831135889324,0.0,0.0,0.0
0.46842967713794104,0.46322767764657136,0.4658286773922562,0.0,0.0,0.0
0.739806707451919,0.7663841807909605,0.7530954441214397,0.005377655773820437,0.0029515938606847697,0.004164624817252603
0.5084791833642295,0.5243084660519698,0.5163938247080997,0.026192082574043447,0.01443001443001443,0.020311048502028937
0.7353286251799481,0.6334986868981617,0.6844136560390549,0.04538969566112648,0.034482758620689655,0.03993622714090807
0.7689994978721174,0.7863472267804398,0.7776733623262786,0.0622823755071553,0.05336179295624333,0.057822084231699315
0.730751499244746,0.7733205985354983,0.7520360488901221,0.07730948384435601,0.0767686904164576,0.0770390871304068
0.7531838669545492,0.7154859218891917,0.7343348944218704,0.0915084723759877,0.11270871985157699,0.10210859611378234
0.787511537368409,0.7191302936881389,0.7533209155282738,0.10585228612757737,0.1473334716746213,0.12659287890109933
0.8079702199138912,0.7944601825621656,0.8012152012380284,0.11526667035222807,0.17640491254186824,0.14583579144704817
0.8085948191973362,0.7723270440251573,0.7904609316112468,0.11999014449140613,0.18828736806264895,0.15413875627702756
0.8424396136571304,0.8261979870812678,0.834318800369199,0.12420148882407622,0.19743178170144463,0.1608166352627604
0.8520329786766168,0.8081681323595171,0.8301005555180669,0.12648702332177764,0.20406278855032317,0.1652749059360504
0.8618471823573387,0.8208955223880597,0.8413713523726992,0.12814355630277938,0.21102831594634874,0.16958593612456407
0.8709994856313994,0.8005287896592245,0.835764137645312,0.12936259978542833,0.21400608960417572,0.17168434469480204
0.8717386980313313,0.8128327645051194,0.8422857312682254,0.12943467789951663,0.21558255897069334,0.17250861843510498
0.8757239177705323,0.8192699867001626,0.8474969522353475,0.1303288299504021,0.21643059490084987,0.173379712425626
0.8251503809365799,0.8295076776951085,0.8273290293158442,0.1306278276090697,0.21630756231516687,0.17346769496211828
0.8664981516595677,0.8058041768375372,0.8361511642485524,0.13084260465464342,0.21704991587212563,0.17394626026338453
0.8458682892304479,0.7173467995086665,0.7816075443695572,0.13118123214063587,0.21691125087351504,0.17404624150707546
0.7406649428755036,0.7391786903440621,0.7399218166097828,0.1315525638799246,0.21757905000696476,0.17456580694344467
0.880686704130647,0.7947368421052632,0.8377117731179551,0.13144879686307032,0.21727639449158437,0.17436259567732734
0.8920796446423667,0.8381362007168459,0.8651079226796063,0.13141220623759317,0.21734296831573097,0.17437758727666208
0.8874047383325071,0.811950300153567,0.849677519243037,0.13133614430686844,0.21774753506457437,0.1745418396857214
0.8969897995634323,0.824816424396823,0.8609031119801276,0.13137952877979786,0.21793448084397557,0.17465700481188673
0.8984998267262425,0.8091768718028213,0.8538383492645318,0.13127198542954233,0.21821710799944544,0.17474454671449388
0.9089504722455856,0.8210618949838663,0.8650061836147259,0.1312159135353189,0.21815661815661816,0.17468626584596852
0.8973855013317007,0.81415374980429,0.8557696255679954,0.13137525250738785,0.21809616184009978,0.17473570717374382
0.8935182405464157,0.778010640012897,0.8357644402796564,0.13147584636078322,0.21803573902202522,0.17475579269140423
0.9062702050176065,0.79353461421165,0.8499024096146282,0.1315509949271692,0.21803573902202522,0.17479336697459721
0.898880334839448,0.8151644336175395,0.8570223842284937,0.1315666981785487,0.21809616184009978,0.17483143000932425
0.9157727519261393,0.8105662580268534,0.8631695049764964,0.13163881134716532,0.21815661815661816,0.17489771475189175
0.9046565500132029,0.7672774027643845,0.8359669763887937,0.1317354694221543,0.21821710799944544,0.17497628871079987
0.8906192908088053,0.8062810447043743,0.8484501677565899,0.13169836946789407,0.21812127098654085,0.17490982022721746
0.8985511765098702,0.8236570808464461,0.8611041286781581,0.13175095284006139,0.21842908687205106,0.1750900198560562
0.9126600056416876,0.773934985898768,0.8432974957702277,0.13183330536051577,0.21858075267323981,0.1752070290168778
0.8939244766498176,0.8335451080050826,0.8637347923274501,0.13177519548635275,0.21898013060997637,0.17537766304816454
0.9229730278436217,0.8316043768651414,0.8772887023543816,0.1316591567239165,0.21922756321200335,0.17544335996795993
0.922926957239076,0.7750256485416972,0.8489763028903866,0.13178446498179636,0.21922756321200335,0.17550601409689986
0.9114406597533891,0.8244250594766058,0.8679328596149974,0.1318195920252379,0.21898013060997637,0.17539986131760715
0.9243509130539864,0.820431654676259,0.8723912838651227,0.13162075958122882,0.21894561135067464,0.17528318546595173
0.9253925935207814,0.7978012182439459,0.8615969058823636,0.13165051303522426,0.21878914405010438,0.17521982854266432
0.8876977606547575,0.8116460637605726,0.849671912207665,0.1317481652843252,0.21891101517894443,0.1753295902316348
0.9089598613026882,0.8125509372453138,0.860755399274001,0.13179521531004698,0.21853658536585366,0.17516590033795032
0.9256082895982638,0.8007414272474513,0.8631748584228576,0.13188297396065207,0.2189068600111545,0.1753949169859033
0.897955979194552,0.8220680754960478,0.8600120273452998,0.13204986319356704,0.2192162878259657,0.17563307550976637
0.9200201955038068,0.7998875772906127,0.8599538863972097,0.1320849835085647,0.2195258019525802,0.17580539273057244
0.9157671410005223,0.7847781462182221,0.8502726436093722,0.13199559969573882,0.21930803571428573,0.17565181770501226
0.9193889977245875,0.8474264705882353,0.8834077341564114,0.13204119083072574,0.21983540242711674,0.17593829662892124
0.9221945078694654,0.8089447938504543,0.8655696508599598,0.13185316443252698,0.22001954488342873,0.17593635465797786
0.9060812854178044,0.762436381546544,0.8342588334821742,0.1317775226349785,0.22008099427454267,0.1759292584547606
