,time_step_dice,time_step_dice_hd
318,176096900,1123623600
319,172830000,1183166100
320,26235100,1447731900
321,400338900,1410150700
322,177898900,1247749800
323,170697900,1199891400
324,25592900,1215630900
325,493966300,1137247600
326,178867700,1125699000
327,172157100,1172118800
328,26511100,1297811400
329,407053600,1134005400
330,175246900,1130896200
331,173358200,1149938100
332,26184100,1219126900
333,385851300,1132788200
334,174112000,1158845600
335,172896300,1263196200
336,26155600,1252519600
337,474530400,1164473000
338,176715100,1156607900
339,171807800,1120517900
340,28472200,1276671100
341,434504700,1167854400
342,176945200,1156774100
343,174115300,1247528500
344,26750800,1303591600
345,491265400,1160155400
346,178037500,1155452400
347,171893500,1227392000
348,30691600,1250500400
349,458498200,1154266200
350,172686300,1115807400
351,173212400,1129523500
352,27343000,1361262000
353,519456500,1129549300
354,176919200,1115929600
355,172578100,1111517800
356,27503500,1285142400
357,490677200,1180209600
358,177033400,1188141300
359,172982300,1199649700
360,26718400,1328543900
361,506348200,1145012800
362,178022400,1141688800
363,172030500,1100707300
364,27623000,1268479400
365,400792000,1141417900
366,175439200,1107213400
367,172901100,1102135700
368,27089800,1302574400
369,406073500,1189819800
370,175723400,1123018300
371,171634700,1071332600
372,25505800,1206217500
373,382796700,1201980300
374,173910800,1171591500
375,173290300,1098781000
376,30476300,1228994500
377,447786000,1120107300
378,180306500,1109286500
379,171962500,1104113700
380,27329000,1632630400
381,498804900,1496886600
382,181325000,1510842600
383,170857600,1516224600
384,26419900,1350843100
385,494115700,1141960500
386,179684400,1094796300
387,173132400,1113343700
388,26497700,1327600300
389,493578300,1161022600
390,176303000,1115619500
391,172885200,1153154600
392,28945600,1248771900
393,375994800,1152210700
394,174287400,1132620700
395,172062400,1136792000
396,27521700,1285553300
397,424568800,1146243800
398,175220400,1119012500
399,172309900,1098054200
400,30735100,1245323600
401,487976200,1129053300
402,176089300,1156961300
403,173036900,1207008200
404,27914800,1311164100
405,393361100,1142572200
406,174620200,1135147200
407,171475600,1109223600
408,30872500,1226304800
409,488336300,1139680600
410,174339400,1103530300
411,174151300,1144895100
412,28058900,1181227500
413,393316200,1132185600
414,176067200,1107321000
415,171512800,1127058700
416,28458300,1171803000
417,508680200,1150871200
418,179509300,1118635900
419,171017700,1120996200
420,27156200,1245316300
421,498298700,1143404800
422,181107400,1096157700
423,172016900,1148054300
424,26849800,1590818800
425,441966000,1205740100
426,176114400,1191615300
427,171413600,1208029500
428,31379000,1252215900
429,382386500,1154094300
430,175190700,1105928100
431,172925000,1121068900
432,28113500,1326797400
433,428381400,1171989800
434,175287300,1118055000
435,172190500,1176790500
436,28763400,1306840800
437,488610800,1156478600
438,178268200,1105840700
439,172657100,1130562500
440,29049800,1338085300
441,375044700,1153420400
442,176541400,1120333800
443,175735700,1139473900
444,32594400,1306557200
445,409360100,1183084600
446,176741000,1107472300
447,171834800,1140486400
448,27128800,1331222200
449,474123200,1136529000
450,177109400,1116714900
451,171351300,1155126600
452,29570600,1213976600
453,388650400,1165049800
454,173603300,1125002100
455,173252300,1207754500
456,27736000,1302090400
457,528044400,1169511900
458,177777500,1147235600
459,172740700,1199290500
460,28636300,1345435500
461,426245600,1147070800
462,176435800,1101947100
463,173290400,1108439500
464,28693600,1299425300
465,469573500,1164078500
466,176235100,1160689800
467,172406100,1225003400
468,26527000,1319162800
469,403689100,1145847200
470,176915200,1135642500
471,174072900,1122814000
472,26248900,1297255000
473,477268700,1179607000
474,175963100,1105907900
475,172761100,1184898500
476,26343200,1193943700
477,384614900,1143552300
478,175088000,1119962700
479,172331200,1114287900
480,30382800,1309218000
481,504197400,1171917100
482,180640000,1128980700
483,172017200,1131486600
484,25557300,1344385900
485,526991300,1158031200
486,177810600,1125571100
487,171824900,1207848700
488,25689500,1235446400
489,387386600,1131092700
490,174451500,1150996900
491,171988100,1107213300
492,29477400,1236888100
493,431339100,1153418000
494,177521300,1099615200
495,172517600,1176620400
496,28501100,1263870900
497,436566100,1161471100
498,174182700,1115311300
499,171863500,1097712300
500,29168500,1305399400
501,470778100,1168859400
502,175228600,1143224200
503,172483400,1113781100
504,28106600,1233461300
505,489822200,1110855500
506,178906700,1110031600
507,172540300,1106225100
508,26735500,1483367800
509,501750000,1416832800
510,177614900,1408457500
511,172051600,1424452800
512,26172000,1205118300
513,383163400,1142309000
514,175755500,1122206500
515,173743600,1119191100
516,28378800,1220298200
517,447316400,1145160300
518,179032300,1126182600
519,173002000,1123532300
520,27842300,1191946900
521,517470000,1143663300
522,176565700,1140873800
523,171377000,1153908300
524,26074500,1324245100
525,399290700,1137253500
526,176642500,1113130500
527,173350500,1104417600
528,26164600,1285884300
529,492507600,1156109800
530,178274200,1117139100
531,172835900,1098267000
532,27230200,1277878500
533,532102100,1163845800
534,174129600,1150781500
535,169946800,1142576600
536,28322600,1322507200
537,368541300,1128648300
538,174593900,1127709100
539,171227000,1120261700
540,28643800,1302294700
541,417450400,1173216900
542,175991400,1116472400
543,172862100,1166884900
544,25862400,1292128500
545,430251200,1202772600
546,175581500,1124418200
547,173846400,1146906200
548,29319200,1248059800
549,504014400,1177977600
550,178939900,1105005900
551,171976300,1120688400
552,29193700,1241729800
553,466417600,1222636100
554,172541700,1269851900
555,172002800,1174166100
556,27253700,1238626400
557,374058000,1135599700
558,173308300,1132740100
559,173312000,1114395600
560,27892800,1280630600
561,351318700,1159891900
562,174256800,1133297200
563,171394700,1085164200
564,26634000,1318996700
565,427672400,1152789900
566,177819600,1147480000
567,173398300,1142274300
568,27252300,1268459500
569,375235800,1149160400
570,175383300,1121342000
571,171269900,1126511800
572,26506300,1302275500
573,496921300,1209901800
574,176978600,1168159200
575,171954000,1122307000
576,26730900,1346349400
577,474196000,1130594100
578,175128900,1136381800
579,173020700,1176104800
580,28856100,1282808500
581,369054100,1136304100
582,174933500,1117117600
583,172768500,1132331400
584,26970800,1306170000
585,368050100,1136780300
586,176963400,1118492800
587,171291100,1118309300
588,27317200,1311542200
589,471473800,1157849400
590,173945500,1111508600
591,173064200,1100253200
592,36295000,1313293600
593,379264300,1145957000
594,176971700,1156404600
595,172902400,1108237000
596,26704500,1309963400
597,429770300,1169852300
598,174027800,1115567600
599,173264300,1123860800
600,26517300,1252062400
601,385232900,1198584400
602,175149900,1128689500
603,172304100,1117063700
604,28115900,1197139100
605,365092600,1187571400
606,174864700,1115067100
607,174743200,1114943300
608,25465600,1196105100
609,427657400,1167991900
610,175743700,1132875400
611,171362200,1113759300
612,26571800,1321639200
613,395934300,1164224200
614,180595600,1117979800
615,172351900,1102076100
616,26426800,1186779100
617,416324400,1156665800
618,177593000,1105097100
619,171431300,1114476400
620,26616300,1259041100
621,477818900,1151066800
622,177204300,1138375400
623,170935200,1105362800
624,28191600,1283480100
625,406033600,1185404000
626,176121100,1099757100
627,174546200,1148055500
628,28161700,1347016900
629,399773500,1152332800
630,178101400,1139273100
631,173038100,1138981800
632,26359600,1284834000
633,373810300,1125429900
634,174192800,1109904800
635,173822100,1099017300
636,27644800,1608283000
637,468916700,1539858300
638,174072200,1542418500
639,172900400,1578297000
640,32152300,1219453700
641,354444400,1189521800
642,176428200,1156695800
643,172096800,1119276200
644,27378600,1211463800
645,471141800,1156559400
646,178769200,1096227400
647,171885700,1126608100
648,26604900,1340833600
649,500309300,1181224200
650,180158700,1118414300
651,171241800,1107023400
652,26702000,1321487100
653,383641800,1150259200
654,176605400,1113826500
655,172519300,1090449400
656,28322900,1311012000
657,502875000,1139788800
658,178086900,1136977400
659,173282000,1105927500
660,28355600,1157322400
661,427542600,1152343200
662,175346400,1122663500
663,171485400,1116660000
664,27142300,1263567900
665,409879600,1165338200
666,174894900,1107398600
667,171124600,1131983600
668,26806800,1259998800
669,370552000,1177710200
670,174279600,1099907400
671,173497100,1102959100
672,27026300,1181357400
673,496347400,1169335800
674,180335100,1136293100
675,170253100,1128435300
676,25827100,1183454200
677,377129600,1146266100
678,177098800,1114195200
679,172974500,1098849300
680,26581600,1620432900
681,411902100,1379405200
682,174123700,1423393700
683,173337100,1178989000
684,29164500,1162269300
685,492542300,1164994400
686,178153700,1108060500
687,171931300,1231890500
688,27377600,1235430000
689,491757000,1137071200
690,178681300,1091362300
691,171016700,1125556400
692,26887800,1244710700
693,389366600,1151602300
694,176028100,1208625900
695,170405800,1107569100
696,28539900,1346964300
697,493886600,1139678600
698,178547600,1091981900
699,171309000,1127402800
700,26365100,1187798000
701,368016300,1133131700
702,176116500,1146008700
703,171319800,1137407200
704,27707900,1383523700
705,347860900,1269864800
706,173560500,1265066900
707,172327800,1349644200
708,26252800,1322649200
709,501381000,1212018800
710,179608900,1198459700
711,172730700,1214762400
712,26615200,1316304700
713,495406900,1141561300
714,177614700,1104703100
715,172304700,1127095200
716,27276400,1214681100
717,453081400,1142653100
718,174381400,1134337200
719,171941200,1128584900
720,29606900,1251193900
721,372632600,1189851300
722,174599200,1153030700
723,172282000,1153542100
724,30230300,1297518700
725,495249200,1161140800
726,178645100,1115191300
727,170420600,1140148200
728,28251000,1331902900
729,405637100,1146207200
730,173712000,1126533100
731,172640800,1102539600
732,25787400,1239795400
733,369708800,1148165000
734,176956300,1119232200
735,173190600,1178649900
736,27188100,1255002600
737,458281800,1169484700
738,173774000,1108438400
739,171529500,1122728500
740,28352600,1227201200
741,425522500,1136584700
742,177947800,1152901400
743,171577100,1118888400
744,26985400,1333542200
745,468914800,1139294400
746,174704900,1152981200
747,171457700,1127552600
748,27354400,1326324300
749,489920300,1165297200
750,180022900,1135173200
751,174356400,1127791800
752,26446300,1356179600
753,524684200,1166508100
754,179779600,1110703700
755,173111100,1142920500
756,27154500,1207645700
757,417072500,1179027000
758,177323800,1122132000
759,170721300,1161046800
760,27681300,1174621900
761,407627600,1164129500
762,177895400,1141587000
763,171296300,1097685300
764,25854800,1674320500
765,496145300,1487060800
766,180353300,1476405800
767,172366700,1366062200
768,26961800,1318621600
769,474306900,1143416100
770,176376700,1099648500
771,172877000,1132758500
772,26788100,1282214500
773,391677700,1133848400
774,176645400,1104705400
775,172617100,1119498000
776,27284500,1307782500
777,388759900,1146504300
778,175493000,1099554600
779,171655400,1179309700
780,26536600,1333166600
781,504911300,1137781800
782,179678700,1151664800
783,172384200,1113428800
784,26252700,1199571400
785,388950800,1125733500
786,176631700,1112625400
787,172454400,1153763800
788,28348200,1186951200
789,468535100,1125029600
790,173245300,1123473000
791,172397200,1084162700
792,26163200,1277057500
793,391826200,1144389000
794,177809900,1119479000
795,171010800,1125403200
796,27608700,1308288200
797,409982500,1165827800
798,176883300,1118826100
799,175028200,1160178500
800,27891700,1196460100
801,518090500,1132473600
802,177056400,1158856700
803,172451700,1134515300
804,26913500,1214215600
805,527780300,1134689000
806,179219000,1122145100
807,171973100,1129374600
808,25311700,1561936500
809,507372600,1361447000
810,178654800,1207880700
811,171427900,1174239500
812,28918600,1235173400
813,529873500,1132314100
814,177172600,1124139400
815,171654200,1155796100
816,28034200,1204650900
817,409388700,1159505800
818,175217800,1128424100
819,171933300,1134075900
820,30674400,1269901700
821,466744500,1149138600
822,174061200,1155575200
823,171263800,1178754900
824,27916700,1336765200
825,398711000,1180674300
826,175568500,1100324300
827,172351700,1098384000
828,27678300,1256255400
829,496303900,1152782200
830,176808300,1135174300
831,170862800,1164365900
832,29024200,1312326900
833,471665600,1124485900
834,172585100,1128679600
835,172485900,1096817900
836,26677500,1269128200
837,472286600,1125587100
838,176475700,1146251600
839,171875000,1149189300
840,29253500,1215845100
841,383261900,1146205000
842,176900200,1145254900
843,170317900,1145980300
844,34630000,1314738600
845,423907500,1153413400
846,175925000,1118164200
847,170896200,1126005000
848,27734000,1303266300
849,384146000,1167904800
850,173796400,1122491600
851,172628400,1164721100
852,27586600,1297820000
853,507475900,1207069500
854,180281200,1126419400
855,172167800,1130830800
856,27053100,1207135300
857,492309900,1153058600
858,181652400,1113933500
859,171731200,1099521000
860,26866700,1269775500
861,383496500,1167070500
862,176527300,1132499000
863,171173800,1105658400
864,26319100,1165790000
865,495858200,1162638000
866,179450200,1129945100
867,172669100,1131996800
868,25432900,1238550700
869,399216500,1200076300
870,175355600,1146987100
871,172747200,1143320100
872,27496900,1257912500
873,492900200,1146471000
874,173253500,1129683300
875,171042500,1097267000
876,26472300,1313913500
877,376868500,1164260100
878,176142200,1151389200
879,171305300,1093994000
880,28233500,1182799600
881,494006400,1160173200
882,176437300,1160963600
883,170802000,1098954700
884,25913800,1243818100
885,474638800,1167540600
886,175372400,1107153600
887,172848700,1118850100
888,26229600,1254935800
889,493795000,1155480300
890,177758200,1122963100
891,172539200,1152254300
892,26147800,1677275200
893,525098900,1562912200
894,179907400,1575213500
895,171469800,1601306300
896,26921200,1182075400
897,384204700,1154239400
898,175601200,1083967800
899,170910400,1113657600
900,25535600,1173129000
901,426816500,1115920600
902,177818600,1099091800
903,172855500,1077971400
904,27408000,1340771000
905,427485600,1118869700
906,178191600,1118226500
907,171114400,1157906700
908,25868900,1225236000
909,425569100,1171289000
910,173488600,1120665100
911,171653900,1157741200
912,26329200,1340013200
913,495241800,1140547000
914,179120700,1123268200
915,172284800,1113517400
916,26328400,1274109300
917,356400200,1156055100
918,175640700,1112194200
919,173440900,1080408900
920,27464800,1326942600
921,494233100,1120964700
922,178673700,1104544200
923,170398400,1124837800
924,27318700,1265358000
925,468644900,1140311800
926,178705200,1119019900
927,173213200,1194056600
928,26904200,1313062000
929,473612400,1151523300
930,177271800,1100689400
931,171765600,1200735100
932,28094500,1237222700
933,434734100,1197849900
934,175086500,1142033300
935,174618500,1169716700
936,28429500,1201217000
937,469416400,1159079900
938,178555800,1136213400
939,172479700,1215129000
940,29115500,1175869000
941,515596700,1196724700
942,180861200,1144768400
943,170695200,1182518400
944,32982600,1220978600
945,471195600,1162743000
946,173934400,1110409300
947,172914100,1118068400
948,26585900,1220748600
949,475814500,1141492200
950,179237600,1104977300
951,172348000,1112092400
952,27766100,1234718200
953,417785300,1173534400
954,175304500,1119080300
955,173042500,1121200000
956,27612300,1187986900
957,466576200,1140537900
958,177440100,1089598000
959,172029500,1173522100
960,26673300,1256414700
961,386568800,1145317800
962,176017600,1151202200
963,172261700,1130353400
964,26292000,1325270400
965,470692200,1155013800
966,174411700,1150877400
967,172906500,1134359200
968,28182300,1314868400
969,489480800,1147814900
970,179089500,1113736300
971,171642100,1124314100
972,29695400,1264152000
973,376141900,1127490600
974,176861600,1091946500
975,171356800,1114850400
976,26881800,1226809400
977,491515900,1130300900
978,175458400,1111007800
979,171234400,1139580400
980,26016800,1216399400
981,385130300,1153120800
982,176352700,1139229000
983,170543200,1142232000
984,27371700,1330254700
985,417758300,1148073300
986,177736100,1137074600
987,171963700,1125716100
988,27129300,1318811600
989,377400400,1165769000
990,174717300,1124254400
991,171926500,1176420300
992,27457200,1256851100
993,361519600,1143534700
994,174076200,1127329800
995,172605500,1139284000
996,27545500,1238896900
997,490232600,1136198100
998,174537700,1103892500
999,172601400,1106560500
