sizes_2D,maurer_minimum_2D,maurer_std_2D,felzenszwalb_threaded_minimum_2D_depth,felzenszwalb_threaded_std_2D_depth,felzenszwalb_gpu_minimum_2D,felzenszwalb_gpu_std_2D,wenbo_threaded_minimum_2D,wenbo_threaded_std_2D,wenbo_gpu_minimum_2D,wenbo_gpu_std_2D
37636.0,249300.0,1.612187333173439e6,251100.0,464081.6666502227,1.1024e6,661406.0778852456,121900.0,258059.09529822378,8900.0,177313.05609532454
42025.0,276200.0,2.0060482057123932e6,295900.0,731999.3894200652,1.157e6,414915.51462840417,133400.0,262719.1845992422,8900.0,207745.78839834445
46225.0,303500.0,1.807273498412725e6,302000.0,618012.5720385863,1.0978e6,987184.3780186863,143300.0,281555.4590955967,8800.0,214927.81213357832
50625.0,328400.0,1.6597522592451498e6,309300.0,754520.5138836899,1.3452e6,662962.7607141732,141800.0,275173.800937132,8700.0,291319.3883659769
55225.0,336400.0,1.6612958192599649e6,360400.0,1.770426159617181e6,1.3499e6,566270.0429428434,158000.0,306551.62294353114,8800.0,269755.9300329769
60025.0,377300.0,1.536157528839302e6,382200.0,517779.5585706492,1.4838e6,439328.3967613862,165100.0,306504.1881078116,9000.0,322483.11172792985
65536.0,444500.0,2.0296762534498242e6,311700.0,675948.5853823532,1.6013e6,495049.0511873252,136600.0,380087.76781275705,8700.0,381785.9959863139
70756.0,475600.0,2.0525052561566257e6,423900.0,1.5219292973672065e6,1.677e6,1.0398716856505658e6,174100.0,371550.1821822618,8800.0,346863.4124121213
76176.0,484000.0,1.879589408188069e6,444400.0,442311.7919316004,1.7215e6,414025.6289961527,176400.0,382538.1409805582,8500.0,301122.650275249
81796.0,504500.0,1.8703618851894059e6,454900.0,568438.0820336101,1.9102e6,901143.1526055612,184900.0,336258.98272914457,8700.0,407920.3641406175
87616.0,531800.0,1.8875842594364362e6,509600.0,651955.2867625469,1.9027e6,411552.79846803076,147100.0,353533.882410511,8700.0,445831.6777661926
93636.0,579700.0,1.954749413683396e6,463000.0,697244.1112933279,1.9543e6,934602.4147267775,204800.0,394158.6968286511,8700.0,441627.2796462432
100489.0,631000.0,2.1815596177603034e6,544400.0,643650.4493407188,2.1655e6,384224.9314636742,212800.0,475250.8104860028,8600.0,401028.409489015
106929.0,604600.0,2.037765154378938e6,617800.0,784145.3224621185,2.2184e6,654821.7012540209,215200.0,466709.0073416961,8700.0,482937.4421679089
113569.0,652100.0,2.0370672394841884e6,597900.0,814244.52379364,2.3332e6,548752.449295483,237900.0,419467.0750113027,8500.0,435791.63723306573
120409.0,706800.0,2.4327658348077224e6,709800.0,1.3941871033013514e6,2.4496e6,1.3853040304868724e6,256700.0,405986.1588837142,8700.0,414131.539515649
127449.0,761900.0,2.228153297899632e6,787800.0,826593.6113809333,2.5892e6,758697.6681688891,267300.0,464973.0651201464,8500.0,456573.2897219137
134689.0,891500.0,2.2635864846732263e6,694100.0,2.9457709203706747e6,2.5936e6,931013.6608104712,354700.0,618577.5880354906,8600.0,453074.3225240857
142884.0,947400.0,2.2722505551919844e6,839100.0,819733.5649092493,2.7065e6,671344.9852046574,286200.0,591074.47193289,8800.0,500841.3239600704
150544.0,961400.0,2.2499521924127103e6,1.0156e6,1.0544067448041611e6,2.8237e6,597948.1507969686,296400.0,574120.5644926146,8500.0,492293.6973628872
158404.0,1.0229e6,2.206141404469764e6,816500.0,1.187093455221263e6,3.089e6,589349.6581956341,318000.0,545580.9859619081,8600.0,796129.8240554362
166464.0,1.043e6,2.191492205064228e6,934900.0,1.2596904823807902e6,3.1248e6,638076.6591850582,239900.0,555096.2271491914,8600.0,824616.8159361001
174724.0,1.1168e6,2.1375064880767823e6,860600.0,825648.0264797084,3.27e6,748831.3005376768,366400.0,534921.5994145488,8400.0,888458.9160599922
184041.0,1.1483e6,2.150652877988119e6,933400.0,1.2155027568405955e6,3.4874e6,585223.3899624576,378500.0,562441.9581228769,8500.0,866109.2862126759
192721.0,1.1882e6,2.155715076646841e6,1.1081e6,1.6106669473589403e6,3.6135e6,647461.4416287293,399600.0,600999.3545962906,8500.0,737175.8680962031
201601.0,1.2468e6,2.14636141387744e6,976200.0,1.0870845658426052e6,3.6219e6,663239.9799846833,423500.0,569544.7626555677,11000.0,763183.5036647032
210681.0,1.2825e6,2.1855125036313385e6,1.1792e6,1.4308778440577008e6,3.7777e6,1.2040555911911551e6,489200.0,628220.788236506,8500.0,898237.6418040396
219961.0,1.3148e6,2.2255083479714836e6,1.2468e6,1.210872491548387e6,3.8989e6,987384.7928537512,449000.0,593195.0817434666,8600.0,913188.7613702496
229441.0,1.3905e6,2.1604329107769066e6,1.1336e6,1.254700502336739e6,4.1808e6,1.574455337212617e6,500600.0,706098.91420292,8300.0,976564.3251349468
240100.0,1.4482e6,2.212548818469751e6,1.3517e6,1.4872316709947113e6,4.233e6,1.160644183064048e6,455400.0,670079.8496785933,8500.0,1.0211171506439087e6
250000.0,1.4692e6,2.3082566809547846e6,1.4429e6,5.025647887340051e6,4.0609e6,3.039014037341843e6,487800.0,844337.1908083404,8700.0,970185.5164251286
260100.0,1.548e6,2.4637924740927583e6,1.2993e6,1.4510524000989783e6,4.6001e6,1.0669047075741843e6,545500.0,1.0310938101393939e6,8600.0,1.04060188369746e6
