sizes_3D,maurer_mean_3D,maurer_std_3D,felzenszwalb_mean_3D,felzenszwalb_std_3D,felzenszwalb_inplace_mean_3D,felzenszwalb_inplace_std_3D,felzenszwalb_threaded_mean_3D,felzenszwalb_threaded_std_3D,felzenszwalb_threaded_mean_3D_depth,felzenszwalb_threaded_std_3D_depth,felzenszwalb_threaded_mean_3D_nonthread,felzenszwalb_threaded_std_3D_nonthread,felzenszwalb_threaded_mean_3D_worksteal,felzenszwalb_threaded_std_3D_worksteal,felzenszwalb_gpu_mean_3D,felzenszwalb_gpu_std_3D,wenbo_inplace_mean_3D,wenbo_inplace_std_3D,wenbo_threaded_mean_3D,wenbo_threaded_std_3D,wenbo_threaded_mean_3D_depth,wenbo_threaded_std_3D_depth,wenbo_threaded_mean_3D_nonthread,wenbo_threaded_std_3D_nonthread,wenbo_threaded_mean_3D_worksteal,wenbo_threaded_std_3D_worksteal,wenbo_gpu_mean_3D,wenbo_gpu_std_3D
1.442897e6,2.0392372244897958e7,1.3648360505463477e7,1.40305825e8,2.6128363293384288e7,9.22477090909091e7,1.1849476369963493e7,3.395221013513514e7,1.356711464753727e7,2.5785731958762888e7,5.715942423522578e6,8.330499e7,2.458470262671623e6,3.091842098765432e7,5.805973945500451e6,1.01528968e8,1.735888449867581e6,1.7072127986348122e7,4.320399126234462e6,4.628070325581395e6,4.57336513516647e6,6.274347295597484e6,6.9290718968298985e6,1.7777520567375887e7,7.156293152428153e6,7.292804087591241e6,5.369349061605454e6,718298.8858734467,1.4881717976379277e7
1.860867e6,2.688312580645161e7,1.611965565098912e7,1.8438318214285713e8,3.0851848974653926e7,1.2418764390243903e8,1.547273894829304e7,4.6143032110091746e7,1.6153552963024488e7,3.2562463636363637e7,5.591453654582927e6,1.1141782222222222e8,4.965581387542966e6,4.033025564516129e7,5.645261793900722e6,1.2423909268292683e8,1.8425013786141714e6,2.195411359649123e7,4.920770612731128e6,5.876897441860465e6,5.46965380084192e6,7.858676692913386e6,7.035937751291956e6,2.1638536796536796e7,8.759648154348891e6,9.205624493554328e6,6.009601430184511e6,984896.3910881974,2.242213264888275e7
2.352637e6,3.352603020134228e7,1.7693611272757366e7,2.3155067272727272e8,3.187166088521396e7,1.519344090909091e8,1.4063353824376397e7,5.7585718390804596e7,1.6458718227428598e7,5.066108686868687e7,8.91193743909231e6,1.3970956666666666e8,5.501129362750369e6,5.276166105263158e7,7.962069523635902e6,1.4650284857142857e8,2.1940365672553824e6,2.755111043956044e7,6.384487694607736e6,7.315004252199413e6,5.831569223410353e6,9.865826824457593e6,6.790113188968381e6,2.4913282673267327e7,8.912109626461985e6,1.1199105829596413e7,6.550672035411062e6,1.402322061108234e6,2.8550359313853975e7
2.985984e6,4.0382117741935484e7,2.0660441644722097e7,3.045144882352941e8,3.8552161234600104e7,2.0796024e8,2.50858084865062e7,7.41313588235294e7,2.0550510758777685e7,7.529597611940299e7,5.864812662230349e6,2.815315e8,3.0236538981134184e7,8.741437413793103e7,8.136544779164833e6,1.7884124285714287e8,1.431488111515629e7,3.5062137062937066e7,6.112994324557104e6,7.377400147492626e6,7.0874232240910735e6,1.076208608137045e7,9.220848410857191e6,3.055023048780488e7,8.864877464337287e6,1.140582437357631e7,7.378671898674303e6,2.044414121996303e6,3.707855751730623e7
3.652264e6,6.4640377215189874e7,2.603919616511069e7,3.5344556e8,3.511152631728952e7,2.50759205e8,2.2707243028404534e7,9.669795576923077e7,2.2255009487325467e7,7.246823333333333e7,8.542355695619926e6,2.282579590909091e8,1.6475863505419046e7,8.539737288135593e7,3.8806014523982424e6,2.0298004e8,2.1719297523554177e6,4.2989131623931624e7,6.902141860217035e6,1.0876027450980391e7,7.602335335580506e6,1.4432559248554913e7,9.09187593102788e6,3.384097027027027e7,9.897611038803084e6,1.5972471656050956e7,8.299924757154952e6,2.9346858768753232e6,4.8313942689883836e7
4.410944e6,6.073608072289157e7,2.436942551816676e7,4.334766333333333e8,3.908274970856611e7,3.19548425e8,5.491502060583546e7,1.1196067777777778e8,2.6274419418392215e7,9.386158518518518e7,9.14729918245606e6,2.8701075e8,2.577128806955181e7,1.0370685306122449e8,5.251174507634063e6,2.3030042272727272e8,2.1234004585932707e6,5.349650106382979e7,8.074751446256167e6,1.6369640983606558e7,8.79434974539531e6,1.6625797674418604e7,9.579087584324576e6,3.8357049618320614e7,1.0082978095242223e7,1.8187579710144926e7,9.170636093228385e6,4.0840128e6,6.125462949619134e7
5.268024e6,7.87172140625e7,2.902874900319396e7,5.2026597e8,4.460066811211215e7,3.7077896428571427e8,4.7244466685066074e7,1.364636108108108e8,2.9024455735970736e7,1.0094166e8,1.4678713097793926e7,3.470379066666667e8,2.8747511008792862e7,1.2901365641025642e8,6.3911756706454195e6,2.6294754e8,1.9460091137883626e6,6.1069828048780486e7,8.172443219721622e6,1.5734595283018868e7,9.452678351516739e6,2.038266219512195e7,1.1971370589300161e7,4.373430782608695e7,1.2223260961962502e7,2.1365858297872342e7,9.915181272651326e6,5.436276987447699e6,7.466538453104888e7
6.229504e6,8.734076440677966e7,3.1631500274752107e7,6.436553375e8,4.9646444558812566e7,4.5676962727272725e8,4.778155994778929e7,1.616728677419355e8,3.4357535896455936e7,1.2979801538461539e8,1.3456339309030414e7,4.392927666666667e8,3.101353506907276e7,1.5185548787878788e8,5.3809965117855705e6,3.016590882352941e8,1.6442302902431097e6,8.567153728813559e7,9.63537733063724e6,2.321566930232558e7,1.3601019124105623e7,2.448748676470588e7,1.380906644519299e7,6.314335625e7,1.2217673573011734e7,2.5319722727272727e7,1.2298505678995432e7,7.153723573200992e6,9.025322113913213e7
7.301384e6,1.0777602340425532e8,3.735752889014949e7,7.254997428571428e8,4.211906048908092e7,5.841425111111112e8,6.928068337255783e7,1.8755714074074075e8,3.699150367863347e7,1.485904323529412e8,6.116155863192252e6,4.934806181818182e8,3.782661888252288e7,1.7484183793103448e8,6.651047349500345e6,3.390290933333333e8,1.82662671902791e6,8.643277931034483e7,1.0127719740755258e7,2.1344683829787236e7,1.12719455696297e7,2.54932076142132e7,1.1405719951423448e7,5.712749204545455e7,1.3606003717233958e7,2.9494512209302325e7,1.197232326546903e7,9.006974020319303e6,1.0511928576438813e8
8.615125e6,1.2309413658536585e8,3.780325051450442e7,8.870600833333334e8,6.0912118761094384e7,9.728394e8,5.220387587392338e7,2.7465367368421054e8,4.28299543070273e7,2.189502304347826e8,1.3152566395693371e7,9.374359833333334e8,5.623420406472974e7,2.0859801666666666e8,9.823998872666107e6,3.8500083846153843e8,1.3779414637654615e6,1.0347566530612245e8,1.0881702056961475e7,2.560916616161616e7,1.2918728585515276e7,2.902746416184971e7,1.5237424950708557e7,6.5374683116883114e7,1.6544776372137925e7,3.4177376190476194e7,1.1901201507925048e7,1.106320321888412e7,1.186568040482117e8
9.938375e6,1.4753805e8,4.385174823932337e7,9.989149166666666e8,2.7434303458073556e7,7.725455428571428e8,5.427029941394763e7,2.4710556666666666e8,3.878748970481762e7,2.15918325e8,6.777568477241351e6,7.694167285714285e8,6.426623585190268e7,2.4359827619047618e8,7.303482342684533e6,4.341373666666667e8,2.103485870183255e6,1.1624842325581396e8,1.183811559105018e7,2.9220330409356724e7,1.2935650293420043e7,3.5066138461538464e7,1.2119918216342643e7,7.11565661971831e7,1.24596727258549e7,3.7944512121212125e7,1.3856580664421614e7,1.331455925925926e7,1.3311640744627768e8
1.1390625e7,1.6867111612903225e8,4.5487940067751996e7,1.13430058e9,2.5052893744875062e7,9.044227333333334e8,5.948403626586436e7,2.957042470588235e8,3.741495943991049e7,2.3691365454545453e8,1.111851160571445e7,8.917413333333334e8,7.26044373712149e7,2.880579333333333e8,1.7893086755898703e7,4.8485804545454544e8,2.1536207044712566e6,1.3440748421052632e8,1.4283156081326274e7,3.3389448e7,1.364545182946677e7,3.7781697794117644e7,1.8275730973131865e7,7.8925765625e7,1.3218186890522007e7,4.3479994827586204e7,1.5155002783852655e7,1.529993852691218e7,1.4275497047632077e8
1.2977875e7,1.853523888888889e8,5.455671593844994e7,1.3526057e9,1.80151244675134e7,1.10646262e9,9.219178912808342e7,3.426939133333333e8,4.5051292522521585e7,2.823281333333333e8,9.794368248191226e6,1.04397608e9,1.8559809988709476e7,3.314949625e8,1.4878829663916217e7,5.2565242e8,2.2079422440111265e6,1.542259909090909e8,1.4302560349906841e7,4.030852661290322e7,1.6120067827164233e7,4.3353703448275864e7,1.4351346877921347e7,8.682167413793103e7,1.4112880288271198e7,4.8555901941747576e7,1.4020395039817715e7,1.7864445954692557e7,1.5598706237594378e8
1.4706125e7,2.05642504e8,5.111481843393916e7,1.506318225e9,7.262335854091643e7,1.2285794e9,4.2183557666406e7,3.7622025e8,4.767477490548693e7,3.3306558125e8,9.97215918245851e6,1.277702275e9,1.268764266486194e8,3.6769615714285713e8,8.610455502175542e6,5.835197888888888e8,3.477067416100975e6,1.746677103448276e8,1.4536441505509643e7,4.467764910714286e7,1.6155051780906895e7,5.0027212e7,1.6029798415169345e7,9.806028039215687e7,1.7459510950092725e7,5.543114782608695e7,1.7624088937921118e7,2.0156664835164834e7,1.653323386838619e8
1.6777216e7,2.235441347826087e8,6.28092944985968e7,1.8837107333333333e9,1.5984627724855945e8,1.6769136e9,3.2629459741160288e6,4.373213833333333e8,4.8941897987582885e7,4.5598969090909094e8,7.791285271950264e6,2.2945335666666665e9,1.2593133230206585e8,5.685403444444444e8,1.8453483121562112e7,6.510002125e8,1.5136085611963172e7,2.3109971363636363e8,1.3483821486341305e7,4.628921090909091e7,1.718402610156147e7,5.400504086021505e7,1.983311885679255e7,1.4612712e8,1.4802599660945887e7,6.0162297590361446e7,1.878555751651613e7,2.3568137238493726e7,1.8063217368191084e8
1.8821096e7,2.942134e8,6.666808343747591e7,1.9845495e9,1.5104008310057962e8,1.6779101333333333e9,3.9142096601272315e7,4.762212636363636e8,4.369784890658287e7,4.21332e8,1.2906616728850923e7,1.6143457e9,2.0876625040141586e7,4.815934181818182e8,1.0941564436022684e7,7.07543025e8,3.139591092005454e6,2.2063048695652175e8,1.3837948467637965e7,7.099391830985916e7,1.6962467651059248e7,8.239911967213115e7,2.119589883733659e7,1.4671319714285713e8,2.05223439010994e7,8.864150526315789e7,2.4108180862056978e7,2.7629062441314556e7,1.984373768851809e8
2.1024576e7,3.17821825e8,9.90298535077344e7,2.3238191333333335e9,9.566800720017813e7,1.9104480666666667e9,2.8620320535999127e7,5.3103422e8,5.151852127980124e7,4.9740302727272725e8,1.928991655912959e7,1.9102034333333333e9,5.842970880488224e7,5.621630555555556e8,2.4656004338452283e7,7.688074285714285e8,3.9690342510129944e6,2.52021915e8,1.8953040920106642e7,6.325145125e7,1.9815263827493265e7,7.313186666666667e7,2.1184274102612246e7,1.2766537e8,2.023242286886862e7,7.538564558823529e7,2.1002361989053372e7,3.039675132275132e7,2.0699147471713576e8
2.3393656e7,3.518134066666667e8,1.0312154564860734e8,2.63419445e9,9.956890794040577e7,2.2323466666666665e9,3.2373093042885683e7,5.973829888888888e8,5.047162363255328e7,4.799708181818182e8,1.1721072577611504e7,2.1053116333333333e9,4.974223031120874e6,6.055204777777778e8,1.5435566039003702e7,8.268588714285715e8,2.8233036769679864e6,2.7585233684210527e8,1.7591254810028337e7,6.925212191780822e7,2.234424351227009e7,7.098680845070423e7,2.1646398783009388e7,1.358818027027027e8,1.5682187797474887e7,8.375993833333333e7,2.007397473933066e7,3.590710828402367e7,2.3107110071193078e8
2.5934336e7,3.6092491428571427e8,1.2104235702459289e8,3.0902853e9,2.3658378684939507e7,2.4094091666666665e9,3.634325360577027e7,7.198211285714285e8,2.3560099676981217e8,6.046216111111112e8,2.4441394350437764e7,2.3306414e9,8.78511734184581e6,6.614372625e8,2.334961829843645e7,8.8769665e8,3.597264325428422e6,3.019390588235294e8,1.2678473366205158e7,6.4673165384615384e7,2.526833713687057e7,7.35503911764706e7,2.3002470312884763e7,1.482973794117647e8,1.953319368271694e7,7.49593552238806e7,2.1809173237954624e7,3.7685534640522875e7,2.30630203326052e8
2.8652616e7,4.424309416666667e8,1.0942396600410765e8,4.8589136e9,1.8802534997175246e8,3.73891795e9,5.486024322225522e7,9.3848865e8,6.2617047311502956e7,6.138573666666666e8,2.1130788487240605e7,2.60425085e9,5.093360855564821e6,7.405770428571428e8,1.5473339230954334e7,9.556932333333334e8,5.327761454369618e6,3.379551066666667e8,1.8175159903107423e7,8.372107833333333e7,2.373678384134798e7,8.719007413793103e7,2.0751841298050996e7,1.7192388333333334e8,2.098400548048168e7,1.01134604e8,2.0630065145256683e7,4.301518345323741e7,2.4959888603901908e8
3.1855013e7,4.7718859090909094e8,1.1091060473323058e8,3.67489455e9,4.1314177401861095e8,3.00587975e9,4.941651095661247e7,8.724572333333334e8,1.9376549730068734e8,6.721227125e8,2.7565598138333708e7,2.98686515e9,9.901722322972403e7,8.277622e8,2.315314837144184e7,1.04120248e9,2.336339525197483e6,3.974797230769231e8,2.1314311757406645e7,1.0458925833333333e8,2.5927133673496056e7,1.1361518181818181e8,2.5475480562281776e7,1.888647111111111e8,2.1214709692847434e7,1.1500401136363636e8,2.8137285608288974e7,4.6565076e7,2.5321387277800757e8
3.4965783e7,5.396794e8,1.0665172015326856e8,3.83491945e9,2.343194188040014e8,3.52841075e9,1.867878423939979e8,1.300518925e9,2.33579998559257e8,8.891183e8,3.1753231790480793e7,3.3772082e9,4.293891786619686e7,9.360550666666666e8,9.7989359909465e6,1.1077509e9,6.799236017009558e6,4.272227e8,1.6670271823436854e7,1.2360961951219513e8,2.754157168523811e7,1.2466512195121951e8,2.425909200455071e7,2.02353368e8,2.5920347955141343e7,1.3263990526315789e8,2.879481622686435e7,5.335002389380531e7,2.7967946074507624e8
3.8272753e7,6.5388465e8,1.2315121142320465e8,4.2231795e9,3.811729814664203e6,3.9818326e9,2.026696728314821e8,1.45275755e9,2.712942235478731e8,8.786579e8,5.0452793152054526e7,3.8411581e9,2.4271836244025707e8,1.0253586e9,3.269424883454275e7,1.19487774e9,5.869375481514196e6,4.624763363636364e8,1.4397695109445311e7,1.25242805e8,2.919092193624015e7,1.3168718717948718e8,3.365558952807393e7,2.246713652173913e8,2.2233048712867405e7,1.4067879444444445e8,2.803906041042383e7,5.827990582524272e7,2.856416355315643e8
4.1781923e7,9.2250295e8,1.8250308549065956e8,6.0117923e9,NaN,4.36060355e9,1.987953640666829e8,1.5005696e9,2.775851270861967e8,1.01870596e9,3.717289019195306e7,4.04604575e9,2.8204580313222177e7,1.13187508e9,1.8707683353959143e7,1.264621625e9,3.0907998256923724e6,6.31793275e8,2.6235309307972718e7,1.931858346153846e8,3.1610912248461824e7,1.7178539666666666e8,3.2419557287416145e7,3.1723639375e8,2.533370450901246e7,1.8564023333333334e8,3.980911091475263e7,6.4808872631578945e7,3.0576753849648815e8
4.5499293e7,6.857092e8,1.3763457023889643e8,4.93755025e9,1.579979897979876e8,4.81130515e9,2.847501330168697e8,1.601371725e9,3.015009915925361e8,1.12382658e9,4.5439164697725244e7,4.3471821e9,2.441356872724674e7,1.2238124e9,1.933506812866197e7,1.37237905e9,8.238626460561655e6,5.578874e8,2.06051814248868e7,1.4965768529411766e8,3.1064812337698802e7,1.6262009032258064e8,3.186009595849072e7,2.62251785e8,3.466297662826821e7,1.694275129032258e8,3.5120908611003995e7,6.929959195402299e7,3.160904140191689e8
4.9430863e7,7.997517285714285e8,1.4715439688267007e8,5.3531406e9,NaN,5.2403876e9,NaN,1.695354175e9,2.9213016097003037e8,1.13247452e9,5.30629145738528e7,4.96880945e9,2.636935537333061e7,1.39497345e9,2.5613086591363147e7,1.4440798e9,1.0060685767216202e7,5.894974888888888e8,1.5487576697586073e7,1.58216309375e8,3.0204330179012615e7,1.6861419666666666e8,3.457616882763163e7,2.7615326315789473e8,3.0794372723387312e7,1.7584477931034482e8,3.0261038221300095e7,7.773684567901234e7,3.431928049134962e8
5.4010152e7,8.218823857142857e8,1.4141393908503067e8,5.8228877e9,NaN,6.5797571e9,NaN,2.3119791333333335e9,4.018416758250982e8,1.60953075e9,3.601725066043585e7,5.2827859e9,NaN,1.4626535e9,5.8733318197254956e7,1.540809275e9,7.0297125291508185e6,6.632306375e8,1.9819331174165536e7,1.7761948275862068e8,3.2554332285460755e7,1.952872846153846e8,3.2739044307452742e7,3.018943235294118e8,3.470497076777204e7,1.9260299230769232e8,3.809113793038925e7,8.085162739726028e7,3.382990964793787e8
5.8411072e7,8.608432e8,1.66989989349817e8,6.6941988e9,NaN,6.0455588e9,NaN,1.8802829666666667e9,3.337051409867749e8,1.401410475e9,1.6836157701679837e7,5.6456623e9,NaN,1.558375275e9,1.6418714656020835e7,1.65377725e9,5.259647913754937e6,6.98351725e8,2.5886084473308932e7,1.748250896551724e8,3.2133767699019235e7,2.0314572e8,3.1808926000561018e7,3.364606933333333e8,4.8723573865729906e7,1.9912335e8,3.414893342542048e7,9.075517910447761e7,3.634322059090032e8
6.3044792e7,1.00522582e9,2.267784173440387e8,6.7821615e9,NaN,6.4495596e9,NaN,2.0053549333333333e9,3.311264056147491e8,1.419057725e9,4.8147329042248026e7,6.1222617e9,NaN,1.7118585333333333e9,5.750478805685083e7,1.7345037666666667e9,1.0739269980931355e7,7.513630428571428e8,1.495668092345994e7,1.9348438076923078e8,4.342768318510228e7,1.9344673846153846e8,3.686775863345183e7,3.5306996e8,3.544003985038473e7,2.133121125e8,3.2199305633362755e7,9.570096885245901e7,3.642159096444254e8
6.7917312e7,9.579556e8,2.0982377915216374e8,7.2625372e9,NaN,6.9090018e9,NaN,2.1179095666666667e9,3.2282089830109096e8,1.6746426666666667e9,3.599766797729172e7,6.6535744e9,NaN,1.8590481e9,1.0281879599932106e8,1.8372625333333333e9,1.0752764251732357e7,8.117206e8,1.3549724446029644e7,1.7410702068965518e8,3.9204962525364965e7,2.02145408e8,3.505971787403031e7,3.918335307692308e8,4.825050685881245e7,1.966373346153846e8,4.033520275850307e7,1.0473783157894737e8,3.7657086117628896e8
7.3034632e7,1.351706525e9,3.8039157939535916e8,7.8667493e9,NaN,7.6833388e9,NaN,2.3327043333333335e9,4.000220118673013e8,1.664181875e9,2.483690503321955e7,7.2852736e9,NaN,2.0353099e9,6.547294345185651e7,1.9382170333333333e9,9.099961066033928e6,8.718908166666666e8,1.6963807767646585e7,2.2608094782608697e8,4.0867570261292756e7,2.5159766666666666e8,5.966086903901361e7,5.605171e8,3.683650405379153e7,3.29171175e8,4.690157931935767e7,1.1085741886792453e8,3.9193159833245635e8
7.8953589e7,1.21064954e9,2.5675004582827827e8,8.3982861e9,NaN,8.2550732e9,NaN,2.4108299333333335e9,3.630555805434525e8,1.7444298333333333e9,4.394871070968218e7,7.8189237e9,NaN,2.1391336666666667e9,3.2217051197515476e7,2.0839978e9,1.6518160139373876e7,1.16117402e9,1.577028389530195e8,2.6978933157894737e8,3.9868584075240284e7,2.7272706315789473e8,4.386496220213439e7,4.696864e8,5.929040266199919e7,2.8590815e8,3.822967569232433e7,1.2815874285714285e8,4.362985739444993e8
8.4604519e7,1.3313696e9,2.6247656129772806e8,9.210941e9,NaN,8.8324583e9,NaN,2.5443894e9,4.8565239244877607e8,2.1025986666666667e9,5.753384132980635e7,8.6090485e9,NaN,2.3477190666666665e9,3.4626015799877025e7,2.2255685333333335e9,2.5198382679119173e7,1.08048692e9,1.6648320839712335e7,2.6363463157894737e8,4.252343879528942e7,2.979948352941176e8,4.520067478536605e7,4.7630362727272725e8,5.311026130016856e7,2.9764478235294116e8,4.278990554092804e7,1.308601288888889e8,4.241034454655769e8
9.0518849e7,1.6193366e9,3.110211069740552e8,9.6200882e9,NaN,9.4524742e9,NaN,2.7192329e9,5.266804249494944e8,2.0713629666666667e9,2.387530433111447e7,9.0557805e9,NaN,2.6255767e9,4.049713672940347e7,2.3227239e9,1.815559132829333e7,1.09913576e9,1.2229273114457784e7,2.772637473684211e8,4.451455127711198e7,3.0924328235294116e8,5.2311519420047864e7,5.0132562727272725e8,4.3483504836020075e7,3.136995e8,4.8965699122276746e7,1.429155441860465e8,4.390823750556859e8
9.6702579e7,1.464665375e9,2.8961845736185825e8,1.03821493e10,NaN,1.00877197e10,NaN,2.8519792e9,5.1284644646100456e8,2.4458885e9,7.55717310659879e7,9.8314365e9,NaN,2.67921655e9,4.517288031999952e7,2.4384830666666665e9,2.3299457289888393e7,1.16047426e9,1.5085223766752683e7,3.021792705882353e8,4.747620192896338e7,3.3930145e8,5.362800537704157e7,5.2056859e8,4.524297757070397e7,3.3937883125e8,4.7966548869835235e7,1.5529680487804878e8,4.796902490377373e8
