sizes_loss_2D,dice_mean_2D,dice_std_2D,hausdorff_mean_2D,hausdorff_std_2D
1.0,115.90791477272727,613.1636868914538,40.07644607645875,264.4697157869405
4489.0,372.7673144472362,1552.209775780075,7180.4298,74506.21601168108
17956.0,1542.074075510204,8860.81863440427,24344.7977,165938.44225972946
40000.0,2918.827465079365,17222.61396203028,54404.2794,399099.2172367515
