sizes_loss_3D,dice_mean_3D,dice_std_3D,hausdorff_mean_3D,hausdorff_std_3D
1.0,127.5797258368201,642.9840210275667,51.33710575757576,190.15179163437298
300763.0,18983.4657,251655.67275338172,394238.0083,703138.1496920149
2.406104e6,133221.7386,525424.769066254,3.257498370999347e6,1.5026931438413132e6
8.0e6,434608.6362,911437.5703759444,1.014043721703854e7,2.265666926345253e6
