sizes_3D,maurer_mean_3D,maurer_std_3D,felzenszwalb_mean_3D,felzenszwalb_std_3D,felzenszwalb_inplace_mean_3D,felzenszwalb_inplace_std_3D,felzenszwalb_threaded_mean_3D,felzenszwalb_threaded_std_3D,felzenszwalb_threaded_mean_3D_depth,felzenszwalb_threaded_std_3D_depth,felzenszwalb_threaded_mean_3D_nonthread,felzenszwalb_threaded_std_3D_nonthread,felzenszwalb_threaded_mean_3D_worksteal,felzenszwalb_threaded_std_3D_worksteal,wenbo_inplace_mean_3D,wenbo_inplace_std_3D,wenbo_threaded_mean_3D,wenbo_threaded_std_3D,wenbo_threaded_mean_3D_depth,wenbo_threaded_std_3D_depth,wenbo_threaded_mean_3D_nonthread,wenbo_threaded_std_3D_nonthread,wenbo_threaded_mean_3D_worksteal,wenbo_threaded_std_3D_worksteal
1.0,270.2724096610169,1219.8867271547576,706.3419214659685,2895.9177645764375,223.55530370879123,693.8874938947095,18330.78843333333,17300.052447217433,213.93331666666668,353.046506638554,133.33825357535753,272.94678702213133,2775.6963444444445,172.31185532392448,114.92008755230125,448.4501363119268,17469.2382,33177.482201236766,237.63991666666666,474.22127426155004,170.4531108173077,340.8258193201855,3043.396666666667,24387.319161614665
300763.0,4.981006244267198e6,1.5793954610510308e6,2.1370610414529916e7,4.143352897779879e6,1.6487508898026315e7,1.3341857890622243e6,5.251152712184874e6,1.6469735007864786e6,4.867387578383641e6,1.0709173610210333e6,1.5849572117088608e7,1.1089273874981112e6,8.143665656351792e6,777630.9109426979,3.96487314591594e6,693658.1784371434,1.3609420719738277e6,580121.5110460739,1.5034253464899065e6,723702.1402145528,4.079180212244898e6,1.6053894798331582e6,2.1769012168989545e6,623263.8356082101
2.406104e6,3.823294597709924e7,3.4710918346020896e6,1.7715763220689654e8,8.939865250114838e6,1.399527534722222e8,7.471496609028465e6,7.603440342424242e7,6.363463373646881e6,6.760309402702703e7,3.3237362618849566e6,1.3628145284210527e8,1.38322643639552e7,8.48561016440678e7,6.844314592372569e6,3.2542844441558443e7,3.0250153146658926e6,1.0371420531120332e7,1.976805910803309e6,1.0424638458333334e7,1.4882802282931567e6,3.1943548853503186e7,2.2721368466631286e6,1.7127718171232875e7,1.528685787074267e6
8.0e6,1.389595161388889e8,1.4370724151089467e7,7.236392024285715e8,6.723338422357656e7,5.470636583e8,1.3935743492937066e7,2.919703565555556e8,3.465349536212126e7,2.3939590476190478e8,3.5663382486826163e6,5.291962708e8,2.9566042986750416e6,3.45087736e8,4.500743937821914e6,1.0700891582978724e8,3.172833586117808e6,3.528903407692308e7,3.6375091089578588e6,3.6248856557971016e7,3.9677077512618373e6,1.082076640212766e8,5.572847727609032e6,5.986050196428572e7,5.201500506484973e6
